mouse_identity,time_s,zscore_DA,behavior_active,distance_head_res__head_int,distance_head_res__hind_int,distance_head_int__hind_res,distance_hind_res__hind_int,angle_head_res__head_int_deg,angle_head_res__hind_int_deg,angle_head_int__hind_res_deg,velocity_resident,velocity_intruder,frame_idx,hmm_state,hmm_state_smoothed
n6,619.6,-0.0715927940857393,,5.883626436210958,10.246698633856754,6.1702632630178975,11.882873168307878,121.89747007247264,129.1719651023338,113.94207696214583,5.566676334675253,5.728942204003405,4356,0,0
n6,619.7,0.2566358572847388,,5.012831371745043,9.34543106878243,5.861003966801858,11.709254769167108,137.80964236519128,142.7627920407813,124.57539494001908,6.197400176787872,6.045232844639704,4357,2,2
n6,619.8,0.2953094979954442,,4.584919137326951,8.68134248947491,5.303601188312745,11.327118285306934,141.4323467693012,145.54464738898224,127.60719537642548,6.899629497345178,6.1506655704643,4358,2,2
n6,619.9,0.0811184651301529,,4.457195844230926,8.12093260223856,4.653271440138718,10.884852310705789,142.91061737028394,146.4121248903962,129.48619366496715,7.298512289633511,6.093055245426949,4359,2,2
n6,620.0,-0.0163216467471273,,4.65046495058882,7.723378425129427,4.048898229490682,10.505068698850447,144.53950533550787,147.21775114230925,131.4838409428794,7.376744228484376,5.719944207331629,4360,2,2
n6,620.1,0.1254336323002392,,4.987223462549021,7.474798075054797,3.524564060249464,10.139469509714928,142.28095096902322,146.48020900905726,130.7095659898594,7.28911249597602,5.113292615044837,4361,2,2
n6,620.2,0.3016667798276336,,5.334833360683719,7.299811567680426,3.164634916333032,9.875562113301283,137.3751631827518,147.23809945883158,125.95350948422696,7.199307622018436,4.398093719963578,4362,2,2
n6,620.3,0.3985308874446832,,5.677137077682666,7.194291030065469,2.887677990989673,9.633014989675942,127.23991515336736,147.2124921105894,116.55156511309968,7.508052279417527,3.5603908952226053,4363,1,1
n6,620.4,0.2383036415666003,,6.099241524427092,7.1949418811108,2.709703836350744,9.472512077056534,116.47716571767916,145.41524312215805,107.97085625914366,7.813654599124965,2.627492110944788,4364,1,1
n6,620.5,0.0498730547518019,,6.484642013470566,7.277916614941551,2.645346445442322,9.40151342228858,111.53015522321576,142.87684250630693,105.63697559053304,7.963480118181988,1.796172198889709,4365,1,1
