transition_idx,from_frame,to_frame,time_s,from_state,to_state,behavior_active,zscore_DA
8836,8835,8836,1137.2,2,1,,1.5945750015939213
8845,8844,8845,1138.1,1,3,,2.823610925030052
8863,8862,8863,1139.9,3,1,,2.384608882871161
8873,8872,8873,1140.9,1,0,,2.31286277408484
8888,8887,8888,1142.4,0,2,,1.0902193827177151
8905,8904,8905,1144.1,2,0,,1.895255821247395
8916,8915,8916,1145.2,0,3,,2.176291953472261
8964,8963,8964,1150.0,3,0,,1.7173205291413227
8990,8989,8990,1152.6,0,3,,-0.0914942138138036
9007,9006,9007,1154.3,3,0,,1.381379617671518
9039,9038,9039,1166.8,0,2,,-0.3560634766248771
9044,9043,9044,1167.3,2,0,,0.0693312135492075
9066,9065,9066,1169.5,0,3,,-0.0774172991772042
9079,9078,9079,1170.8,3,0,,0.7790959113086976
9084,9083,9084,1171.3,0,3,,0.9803382769081778
9097,9096,9097,1172.6,3,0,,0.2295523631716494
9108,9107,9108,1173.7,0,2,,2.2028452928021447
9123,9122,9123,1175.2,2,0,,0.8650415271323953
9132,9131,9132,1176.1,0,2,,0.3086806412697753
9145,9144,9145,1177.4,2,0,,0.6621668758520323
9159,9158,9159,1178.8,0,2,,0.2833024703584309
9183,9182,9183,1181.2,2,1,,-0.3724720535145382
9191,9190,9191,1182.0,1,2,,0.7774665022620493
9203,9202,9203,1183.2,2,1,,0.7539134097521066
9212,9211,9212,1184.1,1,3,,0.1831399012268177
9234,9233,9234,1186.3,3,0,,0.1128833533869163
9241,9240,9241,1187.0,0,3,,0.59566516405835
9257,9256,9257,1188.6,3,0,,0.8233129296818433
9268,9267,9268,1189.7,0,3,,1.3533498254033445
9292,9291,9292,1192.1,3,1,Approach,0.300777007950592
9302,9301,9302,1193.1,1,2,Approach,0.6347638782615165
9306,9305,9306,1193.5,2,1,Approach,0.8707696982022676
9396,9395,9396,1202.5,1,2,Investigation,0.2352635556681065
9418,9417,9418,1204.7,2,1,Investigation,2.737979936023599
9423,9422,9423,1205.2,1,2,Investigation,1.971809736549762
9441,9440,9441,1207.0,2,1,Investigation,1.0803219122347365
9474,9473,9474,1210.3,1,3,Investigation,1.1749301384366004
9482,9481,9482,1211.1,3,1,Investigation,0.4305372749234906
9514,9513,9514,1214.3,1,3,,0.3054550141451441
9528,9527,9528,1215.7,3,1,,0.1019419794825825
9542,9541,9542,1217.1,1,2,,0.9983348748144592
9557,9556,9557,1218.6,2,1,,-0.0373583607222766
9571,9570,9571,1220.0,1,2,,0.6416604274464789
9589,9588,9589,1221.8,2,1,,0.5433635139546299
9593,9592,9593,1222.2,1,0,,0.2006282956891522
9598,9597,9598,1222.7,0,3,,-0.0692716675377741
9620,9619,9620,1224.9,3,1,,0.201740140372451
9625,9624,9625,1225.4,1,0,,0.2814154377911912
9636,9635,9636,1226.5,0,3,,0.2759942477652039
9640,9639,9640,1226.9,3,0,,-0.5431727421333095
9657,9656,9657,1228.6,0,3,,0.1600238314177413
9682,9681,9682,1231.1,3,0,,-0.5754709886369009
9697,9696,9697,1232.6,0,1,,-0.2182056204055136
9701,9700,9701,1233.0,1,3,,-0.8308493501065676
9712,9711,9712,1234.1,3,1,,-0.8735202114727996
9717,9716,9717,1234.6,1,2,,-0.5968977752384301
9739,9738,9739,1236.8,2,1,,-0.0986178356702767
9744,9743,9744,1237.3,1,0,,-0.0715876259099776
9749,9748,9749,1237.8,0,3,,-1.0298707803612774
9799,9798,9799,1242.8,3,0,,-1.1201690315780577
9807,9806,9807,1243.6,0,1,,-0.1729894779631128
9825,9824,9825,1245.4,1,2,,-0.8044508439456768
9845,9844,9845,1247.4,2,1,,-0.8069379165152057
9851,9850,9851,1248.0,1,2,,-0.3225798334802061
9861,9860,9861,1249.0,2,1,,-1.1107733880381558
9869,9868,9869,1249.8,1,3,,-0.8680377833773936
9896,9895,9896,1252.5,3,0,,-0.4900251658230988
9916,9915,9916,1254.5,0,3,,-0.4004473803740254
9932,9931,9932,1256.1,3,0,,-0.1235743380164252
9953,9952,9953,1258.2,0,2,,0.074494793765854
9989,9988,9989,1261.8,2,0,,0.416049287175017
10009,10008,10009,1263.8,0,3,,0.1542107933407866
10019,10018,10019,1264.8,3,0,,0.8964812259393815
10028,10027,10028,1265.7,0,3,,0.1827384581882755
10045,10044,10045,1267.4,3,0,,0.7009805905079567
10072,10071,10072,1270.1,0,3,,-0.4041650006092971
10090,10089,10090,1271.9,3,0,,-0.4836376827647574
10101,10100,10101,1273.0,0,2,,-0.1349440974003334
10181,10180,10181,1281.0,2,0,,-0.5491892077249432
10191,10190,10191,1282.0,0,2,,-0.4587549795294087
10202,10201,10202,1283.1,2,0,,-0.6721483302805765
10242,10241,10242,1287.1,0,2,,-0.9489148602661048
10262,10261,10262,1289.1,2,0,,-0.1174444349272085
10287,10286,10287,1291.6,0,1,,-0.6443568887131191
10303,10302,10303,1293.2,1,2,,-0.3052839135464242
10324,10323,10324,1295.3,2,1,,-0.8384534573488152
10335,10334,10335,1296.4,1,3,,-0.957797457920159
10350,10349,10350,1297.9,3,1,,-0.0769826079452944
10362,10361,10362,1299.1,1,2,,-0.6253490417552492
10366,10365,10366,1299.5,2,1,,-0.7014576943348193
10374,10373,10374,1300.3,1,2,,0.1752068154046209
10395,10394,10395,1302.4,2,0,,0.1273349011317451
10442,10441,10442,1307.1,0,3,,-1.0215156961791103
10453,10452,10453,1308.2,3,0,,0.6375517804559859
10479,10478,10479,1310.8,0,2,,0.3074942495597142
10488,10487,10488,1311.7,2,0,,0.2060896382339801
10496,10495,10496,1312.5,0,2,,0.3155625318224129
10528,10527,10528,1315.7,2,1,,-0.204165988050322
10539,10538,10539,1316.8,1,2,,-0.6710114077844845
10545,10544,10545,1317.4,2,1,,-0.6158303564830051
10550,10549,10550,1317.9,1,0,,-0.5082196245017986
10567,10566,10567,1319.6,0,3,,-0.3873825285187911
10579,10578,10579,1320.8,3,0,,-0.9291039317864156
10587,10586,10587,1321.6,0,2,,-0.6002203652081676
10646,10645,10646,1327.5,2,1,,-0.4267756280384862
10663,10662,10663,1329.2,1,2,,-0.8229726918219681
10669,10668,10669,1329.8,2,1,,-0.1294404012821932
10681,10680,10681,1331.0,1,3,,-0.6400391445046355
10688,10687,10688,1331.7,3,1,,-0.1975417736039
10700,10699,10700,1332.9,1,2,,-0.8759017816469268
10725,10724,10725,1335.4,2,1,,-0.2518307753966699
10737,10736,10737,1336.6,1,3,,-0.7132839406932264
10775,10774,10775,1340.4,3,1,,0.0786857391709766
10793,10792,10793,1342.2,1,2,,-1.0334974669445829
10802,10801,10802,1343.1,2,1,,-1.3717240236619646
10808,10807,10808,1343.7,1,2,,-1.041315998769495
10818,10817,10818,1344.7,2,1,,-0.474616924284004
10844,10843,10844,1347.3,1,0,,-0.1865691347249151
10848,10847,10848,1347.7,0,3,,-0.5218201046913057
10866,10865,10866,1349.5,3,0,,-0.7594784462120491
10877,10876,10877,1350.6,0,1,,-1.2401933784123695
10899,10898,10899,1352.8,1,2,,-0.2945852560763762
10908,10907,10908,1353.7,2,1,,-0.996155138050244
10919,10918,10919,1354.8,1,3,,-1.1888441916485213
10970,10969,10970,1359.9,3,1,,-0.4695766243368585
10988,10987,10988,1361.7,1,3,,-0.5737857574202563
11001,11000,11001,1363.0,3,1,,-0.3236591446107975
11019,11018,11019,1364.8,1,3,,-0.5350138215184915
11040,11039,11040,1366.9,3,1,,-0.262267345145328
11049,11048,11049,1367.8,1,2,,-0.7822659984182759
11061,11060,11061,1369.0,2,0,,-1.1679380055827937
11068,11067,11068,1369.7,0,3,,-0.0457141924256415
11084,11083,11084,1371.3,3,0,,-0.256114324968119
11121,11120,11121,1375.0,0,2,,-1.0249181457009482
11170,11169,11170,1379.9,2,0,,-0.574000385064677
11175,11174,11175,1380.4,0,3,,-0.8350470426460359
11179,11178,11179,1380.8,3,0,,-0.7278126226766112
11185,11184,11185,1381.4,0,2,,-0.9353307912625428
11200,11199,11200,1382.9,2,0,,-0.8827396216998024
11206,11205,11206,1383.5,0,3,,-1.2716549998120412
11224,11223,11224,1385.3,3,0,,0.3564732469465347
11231,11230,11231,1386.0,0,2,,-0.8189338196132707
11251,11250,11251,1388.0,2,0,,-0.8469091008447995
11269,11268,11269,1389.8,0,3,,-1.3097968827138644
11294,11293,11294,1392.3,3,0,,-0.9047050617636156
11301,11300,11301,1393.0,0,2,,-1.0598085353507336
11319,11318,11319,1394.8,2,1,,-1.6091242546193845
11336,11335,11336,1396.5,1,3,,-1.592826399730876
11347,11346,11347,1397.6,3,0,,-1.5403943809666696
11351,11350,11351,1398.0,0,2,,-1.5174838169275304
11366,11365,11366,1399.5,2,0,,-1.2917291248650702
11370,11369,11370,1399.9,0,1,,-0.9723361456049338
11394,11393,11394,1402.3,1,3,,-1.4027221525961615
11475,11474,11475,1410.4,3,0,,-0.2566408996822676
11485,11484,11485,1411.4,0,2,,0.7146238092288765
11496,11495,11496,1412.5,2,0,,-0.180159599614609
11523,11522,11523,1415.2,0,3,,0.0140099441127483
11537,11536,11537,1416.6,3,0,,-0.989190184934796
11603,11602,11603,1423.2,0,2,,0.97979513040969
11618,11617,11618,1424.7,2,1,,0.303775984601709
11627,11626,11627,1425.6,1,2,,1.3223746214661865
11639,11638,11639,1426.8,2,0,,-0.1393269224288351
11645,11644,11645,1427.4,0,3,,-0.433503137342365
11674,11673,11674,1430.3,3,1,,-0.6507444802979266
11684,11683,11684,1431.3,1,3,,-0.2621918781753237
11696,11695,11696,1432.5,3,1,,-0.0543674931500819
11726,11725,11726,1435.5,1,2,,-0.4578791588366824
11758,11757,11758,1438.7,2,1,,0.3446674503437622
11767,11766,11767,1439.6,1,3,,0.225895022135745
11774,11773,11774,1440.3,3,1,,0.3856144176939682
11791,11790,11791,1442.0,1,3,,-0.2073415451005947
11796,11795,11796,1442.5,3,1,,-0.011346147540155
11804,11803,11804,1443.3,1,2,,-0.2172178335395677
11811,11810,11811,1444.0,2,0,,-0.4611790168301256
11830,11829,11830,1445.9,0,2,,-0.4541799669960133
11853,11852,11853,1448.2,2,0,,-0.9181862338380984
11859,11858,11859,1448.8,0,3,,-0.5379337783102645
11885,11884,11885,1451.4,3,1,,-1.0860766431927529
11943,11942,11943,1457.2,1,2,,-0.0722321856013831
11974,11973,11974,1460.3,2,1,,-0.3282503696097221
11987,11986,11987,1461.6,1,2,,-0.924110780178262
12000,11999,12000,1462.9,2,1,,-0.4545443664939604
12011,12010,12011,1464.0,1,3,,0.5367686766959029
12022,12021,12022,1465.1,3,1,,-0.2293868603632078
12043,12042,12043,1467.2,1,3,,-0.0027000033925802
12051,12050,12051,1468.0,3,0,,-0.5050738601863832
12070,12069,12070,1475.3,0,3,,-0.9622220079313236
12078,12077,12078,1476.1,3,0,,0.8251125594654357
12176,12175,12176,1485.9,0,3,,0.4726494732311863
12182,12181,12182,1486.5,3,1,,0.8780284981646912
12194,12193,12194,1487.7,1,3,,0.2828400388901878
12201,12200,12201,1488.4,3,1,,0.16466194528828
12210,12209,12210,1489.3,1,3,,0.248693117771013
12228,12227,12228,1491.1,3,0,,0.3476512357190386
12240,12239,12240,1492.3,0,2,,0.337101783533738
12260,12259,12260,1494.3,2,0,,-0.423577710598235
12284,12283,12284,1496.7,0,3,Approach,-0.7301697102935663
12290,12289,12290,1497.3,3,0,Approach,-0.1293049849249647
12293,12292,12293,1497.6,0,2,Approach,-0.3887512712258556
12315,12314,12315,1499.8,2,1,Investigation,-0.3755910865148051
12318,12317,12318,1500.1,1,3,Investigation,-0.3274284173496959
12326,12325,12326,1500.9,3,1,Investigation,0.2049869402820936
12339,12338,12339,1502.2,1,2,Investigation,-0.3493894947243354
12354,12353,12354,1503.7,2,1,Investigation,0.4626112435171295
12375,12374,12375,1505.8,1,2,,-0.1987864218515571
12398,12397,12398,1508.1,2,1,,-0.2379154259204848
12415,12414,12415,1509.8,1,2,,0.0821299659843355
12444,12443,12444,1512.7,2,1,,-0.4650444696475069
12460,12459,12460,1514.3,1,3,,-0.0461803195924738
12469,12468,12469,1515.2,3,1,,-0.1992793499598318
12501,12500,12501,1518.4,1,3,,0.0688327417364819
12506,12505,12506,1518.9,3,1,,-0.5758093894146223
12550,12549,12550,1523.3,1,0,,-1.4274799077410605
12566,12565,12566,1524.9,0,3,,-0.2055550927722717
12595,12594,12595,1527.8,3,0,,-0.9122178870977408
12598,12597,12598,1528.1,0,3,,-0.6413035825762331
12609,12608,12609,1529.2,3,1,,-0.3213913146015894
12621,12620,12621,1530.4,1,3,,-0.2023576074785358
12660,12659,12660,1534.3,3,1,,-0.8859561799887798
12667,12666,12667,1535.0,1,0,,-0.8215040402617105
12681,12680,12681,1536.4,0,2,,-0.6165675922431247
12691,12690,12691,1537.4,2,0,,0.4386331112577737
12734,12733,12734,1541.7,0,1,,-0.8376362442606984
12749,12748,12749,1543.2,1,3,,-0.6295091123287508
12766,12765,12766,1544.9,3,0,,-0.9535194240955414
12776,12775,12776,1545.9,0,1,,-1.1838837513070888
12806,12805,12806,1548.9,1,0,,-0.3060828457561828
12815,12814,12815,1549.8,0,3,,0.0391461451928702
12864,12863,12864,1554.7,3,1,,-0.6949941095505697
12888,12887,12888,1557.1,1,3,,-0.6570225591089519
12901,12900,12901,1558.4,3,1,,-0.6524761287153217
12904,12903,12904,1558.7,1,0,,-0.4661685511784261
12945,12944,12945,1562.8,0,2,,0.1622885720519112
12953,12952,12953,1563.6,2,0,,-0.101616185928342
12960,12959,12960,1564.3,0,3,,-0.4914578264236531
12991,12990,12991,1567.4,3,1,,-0.5486440174806543
13000,12999,13000,1568.3,1,2,,0.0579710859426842
13016,13015,13016,1569.9,2,1,,0.3645263184945367
13040,13039,13040,1572.3,1,0,,1.0705415802892435
13075,13074,13075,1575.8,0,3,,1.107575929768699
13086,13085,13086,1576.9,3,0,,0.5680002072690894
13110,13109,13110,1579.3,0,2,,-0.7413141933423923
13124,13123,13124,1580.7,2,0,,-0.5054545518346089
13146,13145,13146,1582.9,0,1,,-0.0096171860413851
13158,13157,13158,1584.1,1,3,,0.5882137974469798
13170,13169,13170,1585.3,3,1,,0.5999449776316524
13194,13193,13194,1587.7,1,2,,0.0548588130835271
13214,13213,13214,1589.7,2,1,,-0.1488974084395473
13230,13229,13230,1591.3,1,2,,-0.2396640380807919
13245,13244,13245,1592.8,2,1,,-0.665690278425881
13253,13252,13253,1593.6,1,3,,-0.8043952169331067
13267,13266,13267,1595.0,3,1,,-0.506192381643696
13279,13278,13279,1596.2,1,3,,-0.6268230458038067
13313,13312,13313,1599.6,3,1,,0.571962560356408
13322,13321,13322,1600.5,1,3,,0.0542178491937778
13329,13328,13329,1601.2,3,1,,-0.2866279256818437
13378,13377,13378,1606.1,1,2,,-0.0963024090101793
13390,13389,13390,1607.3,2,1,,-0.881140092482865
13467,13466,13467,1615.0,1,2,,-1.243254939858966
13535,13534,13535,1621.8,2,0,,-0.383526933708267
13541,13540,13541,1622.4,0,3,,-0.6692617078060331
13548,13547,13548,1623.1,3,0,,-0.5887422425247298
13568,13567,13568,1625.1,0,2,,-0.531759505411789
13600,13599,13600,1628.3,2,0,,-0.9081998758979352
13657,13656,13657,1634.0,0,2,,-1.2124512275661554
13668,13667,13668,1635.1,2,1,,-1.196825119917396
13676,13675,13676,1635.9,1,2,,-0.6582880906514482
13682,13681,13682,1636.5,2,1,,-0.5163698182677954
13688,13687,13688,1637.1,1,0,,-0.9085802211145024
13721,13720,13721,1640.4,0,2,,-0.1445665722712582
13741,13740,13741,1642.4,2,0,,-0.1554742921348815
13755,13754,13755,1643.8,0,3,,-0.3159020817694888
13771,13770,13771,1645.4,3,0,,-0.7353550419003928
13791,13790,13791,1647.4,0,3,,-0.6514263867928937
13801,13800,13801,1648.4,3,0,,-0.6883192626332678
13805,13804,13805,1648.8,0,3,,-0.7439506562157904
13820,13819,13820,1650.3,3,0,,-0.888459069887762
13839,13838,13839,1652.2,0,2,,-0.3471848796641598
13853,13852,13853,1653.6,2,0,,-0.3996327750231463
13932,13931,13932,1661.5,0,3,,1.0044036492825712
13941,13940,13941,1662.4,3,0,,0.3527559296707453
14042,14041,14042,1672.5,0,3,,-0.1849683968882399
14078,14077,14078,1676.1,3,0,,0.2089766899797475
14095,14094,14095,1677.8,0,1,,0.0267903713407468
14126,14125,14126,1680.9,1,3,,-0.4616751376856784
14152,14151,14152,1683.5,3,1,,0.2962052191330196
14273,14272,14273,1695.6,1,3,,0.270017748242772
14284,14283,14284,1696.7,3,1,,0.4902147481787547
14307,14306,14307,1699.0,1,3,,-0.0996631726904547
14328,14327,14328,1701.1,3,1,,0.2645989544356363
14354,14353,14354,1703.7,1,3,,-0.2354002513608762
14365,14364,14365,1704.8,3,1,,0.6130475592875233
14384,14383,14384,1706.7,1,2,,-0.3458389215267219
14396,14395,14396,1707.9,2,1,,-0.5834809080067491
14423,14422,14423,1710.6,1,2,,-0.5131079443193112
14430,14429,14430,1711.3,2,1,,-0.5465346245611229
14438,14437,14438,1712.1,1,2,,-1.0753863210786372
14446,14445,14446,1712.9,2,0,,-0.432509415892833
14455,14454,14455,1713.8,0,3,,-0.7705863855370019
14467,14466,14467,1715.0,3,1,,-0.6292315429089907
14472,14471,14472,1715.5,1,3,,-0.6614601423367363
14483,14482,14483,1716.6,3,1,,0.0069566419903725
14555,14554,14555,1723.8,1,2,,1.1558625224210632
14637,14636,14637,1732.0,2,0,,-0.1634919055777005
14655,14654,14655,1733.8,0,2,,-0.4249369809566617
14705,14704,14705,1738.8,2,0,,-0.2151061803124596
14719,14718,14719,1740.2,0,2,,-0.4276220862575411
14740,14739,14740,1742.3,2,0,,-0.6387918294235566
14753,14752,14753,1743.6,0,2,,0.4948132208776573
14799,14798,14799,1748.2,2,0,,1.2029191484539612
14816,14815,14816,1749.9,0,2,,1.4608779440268156
14830,14829,14830,1751.3,2,0,,1.4247149223765645
14840,14839,14840,1752.3,0,2,,1.7043863720871628
14849,14848,14849,1753.2,2,1,,1.057334271219009
14892,14891,14892,1757.5,1,3,,0.2157103551967325
14937,14936,14937,1762.0,3,1,,1.7854564861767874
14951,14950,14951,1763.4,1,2,,2.7782880108745
14967,14966,14967,1765.0,2,1,,2.02213358014547
14979,14978,14979,1766.2,1,2,,2.5764202147726327
14994,14993,14994,1767.7,2,1,,1.6458864020897803
15013,15012,15013,1769.6,1,2,,1.2333356858682485
15056,15055,15056,1773.9,2,1,,1.4285079910710423
15062,15061,15062,1774.5,1,2,,1.1920854428716858
