bout_phase,syllable,n,mean_DA,median_DA,std_DA,sem_DA
Long_Term-1,38,3,0.12055145008429928,0.041331680432529556,0.4538148846792882,0.26201014583184606
Long_Term-1,39,1,0.5173674238224152,0.5173674238224152,,
Long_Term-1,40,3,0.7112099837829685,0.6279967842090897,0.188210421257168,0.10866333737711881
Long_Term-1,41,3,-0.8691386499531011,-0.8666348632224279,0.9028907534359568,0.5212842195450738
Long_Term-1,42,4,-0.0028660963014691676,0.3980303912112241,1.5249453584857406,0.7624726792428703
Long_Term-1,43,1,-0.3578816278576268,-0.3578816278576268,,
Long_Term-1,45,1,-0.47895614946239967,-0.47895614946239967,,
Long_Term-1,47,1,-0.19982585318987645,-0.19982585318987645,,
Long_Term-1,52,1,-0.2920541106253876,-0.2920541106253876,,
Long_Term-1,55,1,0.6091389000738158,0.6091389000738158,,
Long_Term-1,56,1,-0.8123628933684537,-0.8123628933684537,,
Long_Term-1,58,1,-0.12759372306253594,-0.12759372306253594,,
Long_Term-1,59,1,-0.02536563930537564,-0.02536563930537564,,
Long_Term-1,60,1,0.4375160097196716,0.4375160097196716,,
Long_Term-1,62,2,0.30510706946944033,0.30510706946944033,0.4980171954811864,0.3521513360722533
Long_Term-1,64,2,-0.046370744348709664,-0.046370744348709664,0.6313833176780349,0.4464554254581986
Long_Term-1,67,1,-0.6128517005428674,-0.6128517005428674,,
Long_Term-1,68,1,-0.334984332975064,-0.334984332975064,,
Long_Term-1,70,2,-0.4208714104756271,-0.4208714104756271,0.3280469704730562,0.23196423736920116
Long_Term-1,72,1,0.2351628290284024,0.2351628290284024,,
Long_Term-1,73,1,0.2510731441685869,0.2510731441685869,,
Long_Term-1,77,1,-2.1053158496349362,-2.1053158496349362,,
Long_Term-1,78,1,0.06700450681147295,0.06700450681147295,,
Long_Term-1,82,1,0.3464024089360014,0.3464024089360014,,
Long_Term-1,92,1,-0.327349396569905,-0.327349396569905,,
Long_Term-1,93,1,0.8380297093858091,0.8380297093858091,,
Long_Term-1,96,3,-0.28238231231499716,-0.4977961040950663,0.4681606334651003,0.2702926677550614
Long_Term-1,97,1,2.044708374761762,2.044708374761762,,
