mouse_identity,time_s,zscore_DA,behavior_active,distance_head_res__head_int,distance_head_res__hind_int,distance_head_int__hind_res,distance_hind_res__hind_int,angle_head_res__head_int_deg,angle_head_res__hind_int_deg,angle_head_int__hind_res_deg,velocity_resident,velocity_intruder,hmm_state,hmm_state_smoothed
n5,527.8,-0.018367596587035,,10.045678877802462,8.094889856830575,13.096635471627303,9.098077989584178,17.467219589329147,20.40156542722866,17.460245026221514,0.1981299679441564,1.4137644445918125,2,2
n5,527.9,-0.257745267145901,,9.70926117752273,8.202011079037087,12.895645680968531,9.153488456021508,9.058443844287725,13.61338070545102,9.475281590533513,0.1546464759336057,1.3679361228362008,2,2
n5,528.0,-0.4889111293578121,,9.403768763414863,8.371716889971948,12.695384220577244,9.232456353948216,1.134067525735503,6.636171888537177,1.9390557919508355,0.18960440538954,1.31360141395499,2,2
n5,528.1,-0.4562156800770841,,9.056062203783164,8.559686044228037,12.476712140159233,9.319243968955208,5.938254586100925,0.1648757310767052,5.277430980454824,0.1198051354826262,1.486191619713531,2,2
n5,528.2,-0.541502784484944,,8.668829899776478,8.79764723491466,12.181113332189277,9.47241969510456,12.943551436235737,7.459634190504801,12.164368875765716,0.0137190912312414,1.7238439005554138,2,2
n5,528.3,-0.6591930838261278,,8.214166530292717,9.023922913320066,11.816713278973896,9.664949096699225,18.85782164753695,14.537439780589722,18.62459507436199,0.0875607484478103,2.0531330436847126,2,2
n5,528.4,-0.6689894181164824,,7.700018329363696,9.22034907216553,11.358766746320065,9.840924610906615,25.35197628533402,22.205523205393064,25.2097032416344,0.2261688025246618,2.473398530855808,2,2
n5,528.5,-0.5935643206940031,,7.154586720038078,9.399588619596448,10.84557382911254,10.049217576569069,32.051559227507994,31.11797898819032,31.66341792163209,0.3366923718093602,2.7695744262439037,2,2
n5,528.6,-0.5318987707288524,,6.592290101717704,9.541958932008171,10.310054091786428,10.245566086554083,40.616774030068086,40.54095629092541,39.8758432016644,0.3152326360607619,2.950036024976117,2,2
n5,528.7,-0.4812972535618951,,6.01931189108579,9.651767429511429,9.745105105362049,10.430372969474783,49.393961654020046,49.51477680237659,48.839604035041845,0.1744498965933358,3.0291372599261788,3,3
n5,528.8,-0.3122959985829763,,5.48874765925138,9.728562732369724,9.21531834783534,10.613352616654698,57.0642874418115,57.665760459150135,56.86458083409376,0.075309077805341,2.8749233669079794,3,3
n5,528.9,-0.1210532001212534,,5.01677087498263,9.79658144941302,8.698570317001296,10.821059263431492,64.17058093762938,65.01268971302926,64.75950154562429,0.1382575070640101,2.4914187517121373,3,3
n5,529.0,-0.2681642673317914,,4.633751362256404,9.849962226299954,8.238940460744876,11.061264330062148,71.18393969658513,71.92740949951934,72.69369736803881,0.137356543685414,2.1576973334981844,3,3
n5,529.1,-0.3942562139622624,,4.329425839834459,9.870620285564076,7.781133586797143,11.300010020942098,77.89613906479747,78.81586076424963,80.43511315504897,0.0785787023458882,2.1050554950035907,3,3
n5,529.2,-0.4321931602495081,,4.110602077877015,9.822648126352393,7.34634800199109,11.482543293427618,84.26023239695485,85.75309213389932,87.37513679348969,0.204197010902551,2.198534293697603,3,3
n5,529.3,-0.3967039496439094,,3.989457671953215,9.7327615661216,6.923554071424306,11.632298784668022,92.0990414935992,92.95719520928958,95.66253444728947,0.2051375503674875,2.501799041364976,3,3
n5,529.4,-0.4715188486361512,,3.895047577008485,9.643118293349628,6.429038854530724,11.731459282527,100.27409276102304,99.6554201321802,104.171685450457,0.0740154807176306,3.1259781401971605,3,3
n5,529.5,-0.5720258871048873,,3.8848850707134823,9.531615826149704,5.875935130781714,11.764991076935027,106.70238168402273,105.2302359405765,111.49822791757504,0.1899592762065799,3.8313553510263008,3,3
n5,529.6,-0.6429184524459677,,3.9719728081186103,9.373034710150778,5.278804478819469,11.70114664263644,112.77992179212072,110.44907899882054,118.07299798436304,0.2823027158989752,4.222332212859329,3,3
n5,529.7,-0.7197105764887411,,4.139332137130453,9.167446543765774,4.709799972401898,11.55587382199937,117.99005055881776,115.00421941250949,123.60126667330437,0.2206285856914368,4.332059982790807,3,3
n5,529.8,-0.8063098105363381,,4.3749603553645,8.918572305073043,4.180056069327704,11.358428075557145,122.47380744549103,118.62758465320196,128.69871524709063,0.0974647711989229,4.105362087218578,3,3
n5,529.9,-0.9731358218655838,,4.675073376613695,8.613481893729247,3.7859661951554826,11.125631927307476,126.82290940455653,122.62507310607816,133.2322996917642,0.0525532570612811,3.8298987620230855,3,3
n5,530.0,-0.9804971237917564,,5.076226222107911,8.247204729777646,3.5149171567137887,10.791936669730756,131.34876903691924,127.15695929946662,137.6186498776441,0.1302134758194686,4.046478421481149,3,3
n5,530.1,-0.9689954414489272,,5.584745322039747,7.841142445432342,3.3166972984037564,10.3578721129016,135.38034386936033,132.10666564361145,141.1844853327793,0.1744334214371737,4.399962665499934,3,3
n5,530.2,-0.9173245145012868,,6.147296344197327,7.433746869499026,3.2619513267571407,9.88050750466971,140.07661742484555,137.34418907133414,145.3332364528332,0.2144180154695565,4.5933729981326445,0,0
n5,530.3,-0.8584961628742745,,6.737380648188926,7.094777462523388,3.3578569352909,9.39542969840695,145.27580085478507,142.72934312767154,149.75170695064472,0.2007641775540073,4.884472707854762,0,0
n5,530.4,-0.8169165500711262,,7.376947877000653,6.814989217543229,3.620333377515721,8.877655310052832,151.10383558084487,147.9013822128113,155.16974395764012,0.1449882197385016,5.389586985416355,0,0
n5,530.5,-0.8099252290090583,,8.083592902758907,6.605908193752897,3.999198961231768,8.364971891748086,157.5777708983262,153.20930868875809,161.49167725331472,0.0951439257753202,5.800357957723212,0,0
n5,530.6,-0.8069561030957427,,8.815108078817413,6.501499171925448,4.49005057445851,7.884793746826905,165.25777007262474,159.17162415967948,168.48550022210011,0.0999452796911713,5.9582225778768745,0,0
n5,530.7,-0.8317944654107974,,9.544525872536108,6.473640502693035,5.0374504162227245,7.423462988686164,172.20851586064543,164.5875346681422,175.2542296225459,0.1189256524933938,5.820510842614847,0,0
n5,530.8,-0.7959002722699985,,10.215392605486333,6.474494806559696,5.597926681821953,6.976699521757438,178.09087392083617,170.0074610874443,179.3068572516753,0.1100593323798501,5.418352951682486,0,0
n5,530.9,-0.5297656641037749,,10.833829385401112,6.557037442984409,6.125802278022845,6.604094301975072,176.7341586105129,174.89294148351837,174.77399563296723,0.0570330687092869,4.871627702959008,0,0
n5,531.0,-0.3649557687443943,,11.350390533713052,6.692334513111793,6.585212657788522,6.287911193913866,173.01824941919145,179.0508530032921,171.67124358772827,0.0730247582088546,4.187323300064591,0,0
n5,531.1,-0.3335520676569905,,11.752528390922013,6.880279553394655,6.932748716109806,6.071185672895589,170.88478653800323,178.267791895682,169.80677276586977,0.094300539931001,3.2768584115695574,0,0
n5,531.2,-0.1676288104698999,,11.973474849724884,7.110757743176564,7.126380067889537,5.938357259506732,170.2346525001833,176.53999850243162,169.5303790963685,0.0915687882362738,2.507908754992298,0,0
n5,531.3,-0.1237783115993748,,12.145993540397283,7.355391160693759,7.304075127138157,5.913397328334789,170.14654476360192,175.73684093639653,169.53105738764043,0.0820606416415273,2.118539331781359,0,0
n5,531.4,-0.3189437561577866,,12.298291443610193,7.559532344373738,7.484865339760905,5.93800649575872,171.40976522408923,175.71745486963292,170.37879204021272,0.0505267277819001,1.784162647406566,0,0
n5,531.5,-0.4415241544958501,,12.41630866935796,7.72808233044302,7.625415904878598,5.991271568915771,172.48664622707707,175.66202523126017,171.2035776074431,0.0287887795163621,1.2853835659963129,0,0
n5,531.6,-0.5355847847495773,,12.47334727512347,7.861593249794091,7.701042722838948,6.055239258617693,173.97014998022178,176.25411699077145,172.27472761882257,0.0447915361643367,0.7880680332038923,0,0
n5,531.7,-0.6279119618148287,,12.466762716934213,8.017296438149739,7.683042122283022,6.14095954017496,177.160173350374,178.33398085430355,175.11455377905645,0.0367876474307086,0.5954617289580274,0,0
n5,531.8,-0.6613882537038072,,12.398009491974484,8.192062157365205,7.5728311295589235,6.254498378352253,179.4312079551704,178.49152825378133,178.27186768940794,0.0292524737399975,0.6936741733250943,0,0
n5,531.9,-0.6314045578108906,,12.273440908504805,8.33897749948265,7.37988528751596,6.363921499547379,174.788108353812,174.47493167180664,177.28378525512548,0.024676167856963,0.7148010991493315,0,0
n5,532.0,-0.6406681842973188,,12.107224309140609,8.446125146811008,7.162081482614176,6.505733710294282,168.80420473719187,170.00522106185338,171.48247655235355,0.0229017127340586,0.8014440572205577,0,0
n5,532.1,-0.6605452333030802,,11.893121123239233,8.483091769997632,6.923516223702976,6.680472167566164,162.44460807112762,165.88449653389137,165.3453434138788,0.0505457787349477,1.3754031546315622,0,0
n5,532.2,-0.7661186563118358,,11.620671747948451,8.496736351524431,6.6317770968077845,6.884934005354419,156.56694461105218,161.35261179921497,159.69076827347251,0.0776039718909997,1.8582001087068636,0,0
n5,532.3,-0.8780082943486187,,11.3185343285506,8.471362497371818,6.310065344967607,7.057835509283264,149.59568123792917,156.91391393028272,153.00099171756835,0.0383888179604091,1.8450373193520504,0,0
n5,532.4,-0.8889689071730545,,11.050194730502271,8.497868586790974,5.981621289731826,7.151307367566126,142.70919292231218,152.45465320616256,146.2367041328766,0.0118848304479018,1.840675043158486,0,0
n5,532.5,-0.923422647709556,,10.816304917087152,8.537697006131348,5.65889385269669,7.204330790200419,136.3811987505781,148.1389768767243,139.9577072783979,0.0360888454642855,2.209028283264983,0,0
n5,532.6,-0.9689711785765704,,10.618586686008966,8.58105227776333,5.345582150039333,7.249484604768754,131.07594431873622,144.02511308670216,134.7686169546958,0.0604598325463105,2.54514564983572,3,3
n5,532.7,-0.9207181439902142,,10.473803841165925,8.632237753644155,5.057525285901215,7.243559510076619,126.19396855861868,140.50407924264664,129.85302251168062,0.0827190187825854,2.8690255617063047,3,3
n5,532.8,-0.8137109978422252,,10.430472587059398,8.66370818941291,4.85695710527864,7.163945733793356,122.53492419473208,137.95915798856356,126.09331844994868,0.1044985434856571,3.280289050007263,3,3
n5,532.9,-0.5925999709802626,,10.468912897273825,8.722668907411654,4.730693926793814,7.051162771201694,120.21111738616054,135.79165598770106,123.6073490385219,0.1218512634987153,3.661140842271946,3,3
n5,533.0,-0.4555620792290591,,10.56486435281673,8.808259468889876,4.679733126617791,6.895529417574574,117.47920022210258,133.61405245164508,120.65126123111622,0.1750909371630538,3.9872431893363633,3,3
n5,533.1,-0.5112797518038035,,10.673997794600943,8.888063216914675,4.682176227535813,6.712182776898104,115.50611405074233,131.95759158421083,118.36580472859082,0.2056999078982723,4.048617416183574,3,3
n5,533.2,-0.5663487602480924,,10.770648520266496,8.980797234080484,4.710252772195793,6.4857583010682855,116.44676938736836,130.47702276688847,118.9300444962817,0.1765074734200738,4.888956368869488,3,3
n5,533.3,-0.5570257822280693,,11.11037022123982,9.132496564227097,4.970446672268185,6.237404365285579,116.53771220272716,129.31034794134666,118.57973351837688,0.1482293038816961,6.178223898450663,3,3
n5,533.4,-0.5862636564376157,,11.500956799568971,9.286695227304229,5.325983131714279,5.9544353441113,117.9768648890481,128.48360957264867,119.66233226953548,0.0811744114557279,6.777604762292611,3,3
n5,533.5,-0.553952187896355,,11.97412205112524,9.438657579495574,5.782428460740523,5.61808304903748,120.34536310609514,128.10822372423172,121.6943871222958,0.0365206052036981,7.118831101724751,3,3
n5,533.6,-0.4119249020797931,,12.485872969006891,9.657848092352884,6.311775304717236,5.334699300453299,123.39461392981462,127.98456941991458,124.39706448568111,0.0757975235945742,7.129288948293001,3,3
n5,533.7,-0.2498672467261177,,13.055400290832834,9.924645121156678,6.929764071184972,5.156623179306429,129.88165343289472,128.66224711520226,130.85391814685187,0.099300096365214,6.845985913464162,3,3
n5,533.8,-0.1607475219922885,,13.607488096907758,10.170374531855304,7.524103470898169,5.021236111052726,135.6787722058706,130.02476907981088,136.75458603261052,0.0633176587565428,6.626686321238596,3,3
n5,533.9,-0.2678996473210682,,14.189428838997014,10.47348635696336,8.14307476425706,5.025702658786173,140.94111612801913,131.6256527130671,141.91568317090088,0.0268829704692083,6.6104140722939,0,0
n5,534.0,-0.4203153847571467,,14.814552020329424,10.811796350404403,8.796803954473962,5.129825955636861,144.95798270411956,133.20216388550415,145.86709022827392,0.0083943083432188,6.368427853187954,0,0
n5,534.1,-0.4285368058868689,,15.39335741738737,11.16070633876233,9.400254261954217,5.301394504680271,147.7704697917826,134.75802506537855,148.51187117579371,0.0413266131959613,5.644406992949261,0,0
n5,534.2,-0.4450130487041006,,15.90184060937536,11.402601556138602,9.91663899980764,5.415570998012102,149.04839510485726,136.63036596866482,149.75490024996955,0.0753941679455563,4.994330036879116,0,0
n5,534.3,-0.542887934948745,,16.336470172074012,11.788694060896695,10.34978012333825,5.719035892065714,148.96786085663064,136.3525677167733,149.6794010416884,0.1122624676454402,4.443791473895368,0,0
n5,534.4,-0.5329727982356031,,16.71328790367582,12.097861644116165,10.710060336378309,5.958296249336862,147.80091845807237,136.10743144641447,148.5708369803392,0.1483483541613474,3.773552038197428,0,0
n5,534.5,-0.4723096820284577,,17.051276558485892,12.312038069075196,11.023067453330087,6.104569187963861,146.93824793544928,136.11289445109128,147.81889107607213,0.1928275701346458,3.608342127428272,0,0
n5,534.6,-0.3627887708543045,,17.37821414939335,12.48294668554318,11.350241993457717,6.218107609086879,145.00474365543585,136.0887469268069,145.9556288252965,0.1738221690106233,3.63649683006342,0,0
n5,534.7,-0.2306874789160465,,17.615786265506326,12.663375391088376,11.597616485440314,6.35958949215648,142.6652268957297,135.7947759202582,143.630550403919,0.1180149464547516,3.177554414599226,0,0
n5,534.8,-0.2180263660833242,,17.807919112009696,12.832258848190513,11.79048362907147,6.502416587368763,141.38365492250915,135.8882350329045,142.36866347573937,0.1037722297583575,2.227198563945113,0,0
n5,534.9,-0.3047682863264118,,17.89716323370784,12.875663427071103,11.869082472789922,6.528375617797654,140.92264260321377,136.7794116393644,141.91787370455194,0.089718761956729,1.15639946451895,0,0
n5,535.0,-0.4163994337842658,,17.898192621111193,12.804344271709324,11.85260659480779,6.445989450511133,140.94288863405836,138.3127352380818,141.9468698528682,0.0751734426875083,0.885208995196345,0,0
n5,535.1,-0.3684201295329909,,17.797761124731327,12.677161078613205,11.703755645812446,6.281474556676223,141.48126412824604,140.35818218139082,142.12398536023656,0.1335608735118719,1.61071265538982,0,0
n5,535.2,0.1146148974021639,,17.62383091892305,12.480444579240146,11.4748758329115,6.044900726201604,142.50289295703453,142.43373693049676,142.72038464726202,0.2244147880948113,2.4795650442779147,0,0
n5,535.3,0.4998872959786354,,17.364187732766524,12.206267497092991,11.184556346517414,5.747657273865106,141.49516129477513,142.32234733587757,142.5643906636992,0.063707447447307,3.2415798064434456,0,0
n5,535.4,0.3163805746555745,,17.024076382425108,11.750689411177577,10.86304920999297,5.311467061937741,141.68672524685957,142.87461963858988,143.0949282109058,0.3105472929181855,3.721129110116118,0,0
n5,535.5,0.0993793779119335,,16.65254235071641,11.229569526442804,10.536104074092902,4.83878201482017,143.15311343596954,144.21062284656642,144.7903341850662,0.2593718606953514,3.740038265616031,0,0
n5,535.6,-0.0501249244184934,,16.31399369470211,10.677325905108273,10.200309813598112,4.286531864581509,145.508503837141,146.0760577068537,147.54103523228903,0.1498200929625288,2.90601484834706,0,0
n5,535.7,-0.1746980658113708,,16.138104498936354,10.19728908710564,10.0431187246462,3.855406642840416,147.82396203738944,149.17634504767543,150.10589383973672,0.2496139168871336,2.669355269918009,0,0
n5,535.8,-0.3469207798990075,,15.762389290151976,9.77443906519142,9.653493333675875,3.508977592632571,153.09153718815344,154.59241298361104,155.43759128883912,0.2767966981412243,3.541812102762939,0,0
n5,535.9,-0.4149268732587841,,15.321954824629891,9.4463980635364,9.20150842254304,3.277007824393341,160.1053951550408,161.26475602539858,162.4485976407067,0.2360141200747543,4.52361510093817,0,0
n5,536.0,-0.5234108004441489,,14.785157823207877,9.208354742479033,8.656774396525615,3.121965169051621,169.81549552078127,169.6155152139611,171.81573513175164,0.0948370532975121,5.849422051669754,0,0
n5,536.1,-0.6305272911126546,,14.10151408600658,8.99681861829277,8.001862555510057,2.9802457507138995,178.75100614042825,178.78222536329753,176.96166590400452,0.1136109763755177,7.077051452641313,0,0
n5,536.2,-0.7063275463297257,,13.377261790774606,8.821213557232609,7.335374994177243,2.846400132999594,165.19195031933722,170.22828114667143,163.88353732429857,0.1939461823210195,7.66760249997187,0,0
n5,536.3,-0.7901479402474676,,12.745704061432486,8.742839871057996,6.823654820510764,2.7889398178122744,150.03028840484723,158.3545769390057,149.4710580169966,0.2959758414548399,7.969329287651303,0,0
n5,536.4,-0.8921797431289784,,12.120991900722071,8.723545816617396,6.455398870978504,2.861981959536164,133.14825781738676,143.92131803654107,133.778819299387,0.4152505560175676,8.108642541481307,3,3
n5,536.5,-0.932010380245266,,11.505968701885628,8.796412681826773,6.222262243608959,3.096752254954924,115.39911443999186,127.03770577785104,117.28389107221,0.4958200479251541,7.872870511974137,3,3
n5,536.6,-0.94505488010424,,10.875532533049448,8.972999384864695,6.09006359047406,3.521332927887816,95.526087257035,106.90174859835638,98.8125244755683,0.5822312965266263,7.327539202891966,3,3
n5,536.7,-0.8797881277507672,,10.2138750849192,9.302694815875222,6.023638876350202,4.188161371211206,73.56481363340438,81.66136794168189,78.56403019073389,0.6047514040574876,6.966437532484183,3,3
n5,536.8,-0.8160338623642475,,9.604814179768258,9.49577364649178,6.062741820367076,4.737497289882234,50.45488258605161,56.45022746710811,57.31290260966469,0.6001765892082778,6.894043072968654,3,3
n5,536.9,-0.8520495117187891,,9.008200494301104,9.67396702510067,6.164163499443516,5.284139858584352,29.821466085521138,33.758633765855905,38.490322025474654,0.6728072419345767,6.57523768324505,2,2
n5,537.0,-0.9365643554721272,,8.372355052028638,9.81331200029576,6.290533299452608,5.82511716499608,4.64917923866679,10.503257812921872,17.67204969462773,0.7381830552842901,6.168353388690853,2,2
n5,537.1,-0.8256534943768834,,7.721395720179415,9.990565261073888,6.415986706397057,6.409143528640011,16.77414887351489,10.944449971612729,1.159167189833056,1.0322368798496242,6.000639068715691,2,2
n5,537.2,-0.5930628070110248,,7.105588115748444,10.234259538807704,6.768077926070338,7.033410945875105,32.52228167245306,26.55224481625717,14.498556176863817,1.384784434978006,5.974686177741846,2,2
n5,537.3,-0.2663273871922402,,6.440655127917697,10.332117305654055,6.972323849892198,7.495079311055812,44.81538576406177,39.61258911366375,24.88840898493544,0.9336902403913894,5.799265102980111,2,2
n5,537.4,-0.1424995405936444,,5.724516647482554,10.150058223857526,6.929174704409766,7.95411608415437,58.42642259800937,53.44537325339823,34.657352740801485,0.7641662108536752,5.356341507738521,3,3
n5,537.5,-0.0939242184043578,,5.019070946054841,9.95355444542823,6.774675646132564,8.322894830606998,72.5222652648522,66.7624501277734,45.13180373392652,0.6949384138078469,4.873938047946475,3,3
n5,537.6,0.0147971297760142,,4.329836596901511,9.723986961170043,6.447103018769556,8.627341947088116,87.1765851257212,80.0476339535017,56.87722612668787,0.7253261373473125,4.428431684032952,3,3
n5,537.7,0.0071861552440522,,3.621989368833456,9.424779149060477,5.9586579382265406,8.835384304393036,100.28241086301408,91.79131712540402,68.98406958507172,0.8305570791984483,4.022863962168765,3,3
n5,537.8,-0.0964800258806053,,3.0571091091904803,9.113541181844896,5.454385036141877,8.900449497051358,107.6994431211566,99.97485664378968,77.19391388888398,0.5856537294267926,3.807624448478368,3,3
n5,537.9,-0.2197523244176077,,2.570615161063425,8.786797064865844,4.943652314867819,8.782755545165587,113.94793930712746,107.5248922121794,81.84068732916828,0.2587361031623461,3.904466764753563,3,3
n5,538.0,-0.161485798120104,,2.115954925637532,8.414312672138594,4.418250125406804,8.469374986164254,117.68645245956536,113.12642864015449,83.33376117941962,0.2576165714971057,3.660737425148156,3,3
n5,538.1,-0.0488409377686165,,1.8502161261144987,8.122110867291779,4.059013456040327,8.21385775612281,119.80841281135542,116.12585056704596,84.8396182289951,0.344972460309739,2.510935983167778,3,3
n5,538.2,-0.1309940982842649,,1.8286164187957712,7.911387192404644,3.9522673411661855,7.992821099972023,117.05312551323266,114.85152833073973,82.48513369631868,0.321354997245716,1.1837863114852738,3,3
n5,538.3,-0.3257422176461018,,1.9521108092739408,7.797816453191052,3.972657443186087,7.794270998096246,110.8419145844793,110.63820355369978,76.9344145465303,0.3486864861908161,0.8341912920502819,3,3
n5,538.4,-0.549569562751492,,2.154081462227753,7.676811478403009,4.109761211865683,7.542514177467382,101.8824310569226,103.09312635485298,69.75668751999721,0.3814496532524779,1.312405985789684,3,3
n5,538.5,-0.6973410723015826,,2.4665360345194234,7.586468745879265,4.38707765198593,7.326163020167553,89.45689398747396,92.36115416814756,60.82408584019163,0.4995378353206883,1.788061798810671,3,3
n5,538.6,-0.788151308073368,,2.89630711490366,7.551645796286698,4.770766348012093,7.119877854481521,76.13729433449987,80.26475956442778,51.05017298661679,0.5750465329040158,1.90257491901702,3,3
n5,538.7,-0.8155138087369046,,3.3147476817825194,7.568422390715211,5.145047550814084,6.9425571984284,63.83044200176258,68.64632770000912,42.41035866924085,0.5965769534476607,1.512971912142553,3,3
n5,538.8,-0.7743646251273705,,3.6955573303960394,7.611569704369518,5.491058605352606,6.7752039605907175,50.817859133346985,56.628374240987085,33.05211214191232,0.627395839020791,1.067519267869354,3,3
n5,538.9,-0.6648653980828378,,4.054707416909862,7.625667633921034,5.845199595671739,6.534213089144377,38.03454557457008,44.7909602134842,23.101099894180493,0.5475528979168877,1.1135233212254736,2,2
n5,539.0,-0.6118082546866019,,4.453787311489121,7.627613197592766,6.3014982819419405,6.307376658637216,27.205182254080484,34.71498763262596,14.018331471509155,0.3726738987458321,1.6842501231772649,2,2
n5,539.1,-0.6328683039193511,,4.918760287161669,7.581286500687432,6.81857343928912,6.061570625510686,17.50237868129406,26.2068793507292,4.533509644972668,0.3693450539040812,2.716573821605336,2,2
n5,539.2,-0.7058524801112119,,5.554392575311604,7.5550163686029315,7.489539967987262,5.91911646120239,7.304044334395286,16.77803575834983,5.1853491303661485,0.4251435619443556,3.886369079646915,2,2
n5,539.3,-0.7471059484191163,,6.242083424224847,7.537014561650479,8.298926741634231,5.876250333027293,0.3759079904365876,8.468802293578591,12.673363640800886,0.4862600808009086,4.736271740719202,2,2
n5,539.4,-0.8141568362176111,,6.932175675079106,7.493253039881097,9.190278255528728,5.9277758430120455,6.299588357903588,2.2864185759524105,19.161804476467324,0.5524206840435338,5.383302792127154,2,2
n5,539.5,-0.9162525311611354,,7.613418453420663,7.388848384454519,10.127004343123884,6.094513428979683,13.984433520527489,5.420471425438166,25.621727418542008,0.5926172840726671,6.076192185951646,2,2
n5,539.6,-0.95077505118644,,8.30118931267045,7.217330079949408,11.151696264767512,6.437941495912047,21.643240660967933,13.1705307195611,31.05545874645273,0.6438610142081143,6.699837049243237,2,2
n5,539.7,-0.956943040620121,,9.211177686042507,6.9866065647122255,11.842021780697314,6.610493147323778,28.81270740187034,19.718378534908453,39.40922066984314,1.0452371335469293,7.07920717884667,2,2
n5,539.8,-0.787754983796877,,10.195782228961118,6.810189490992469,12.476640492287675,6.868557999731634,33.963194720025456,24.80208373167412,45.88768460848479,0.5899295862894184,7.1797041385175655,2,2
n5,539.9,-0.6057929591973248,,10.999543296376135,6.789417542755331,13.25751475805172,7.365482587348462,38.65902426739149,29.585625297435456,50.76338842953709,0.3110469165602008,6.946254462075218,2,2
n5,540.0,-0.5452766593154739,,11.7117498665811,6.909778828849405,13.936692139213866,7.9926068509762045,44.850827117214834,35.473173345573144,56.36360869694335,0.4608745823566448,6.64069418468972,3,3
n5,540.1,-0.5706372146979114,,12.383566645183476,7.112245694494033,14.596439732843644,8.644530328718513,52.51816903532165,42.92947273547301,62.47894946831727,0.492514357302268,6.394520291625788,3,3
n5,540.2,-0.6556599288674111,,13.051664234458352,7.401563444320113,15.253709226165496,9.284411627324888,60.05693006582446,50.10371850760146,68.50555930393242,0.4728869318869962,6.129293629939639,3,3
n5,540.3,-0.7046414335426302,,13.658328722242285,7.7341063534252354,15.831837091982823,9.887916874390037,68.21918618737115,57.381808005857295,75.09001317506,0.4365745940650138,5.686652641259393,3,3
n5,540.4,-0.5706230457946004,,14.162191565571586,8.144132633365299,16.34491595577754,10.529055700955514,72.57686266403331,62.26813354665735,78.76274425897282,0.2796691836435781,5.241495008267512,3,3
n5,540.5,-0.467812200192792,,14.609151620038457,8.586820817297262,16.83556578999543,11.178278319626816,75.011021980462,66.6177735420868,80.11401441096973,0.3229755899915356,4.6027938506995865,3,3
n5,540.6,-0.4768642044585053,,14.82496415465182,8.994369998966333,17.146643371889656,11.779977445780077,79.76167814239508,72.27274459551224,81.69629147546726,0.4095045538160367,3.5872071518722346,3,3
n5,540.7,-0.4873687901105866,,14.84547123414475,9.42600159753461,17.42424890295256,12.564702270923087,84.9024986061238,77.74545407878873,83.95579504047322,0.4504970874353493,2.46085237332875,3,3
n5,540.8,-0.5147272110260384,,14.699807320452356,9.67881941295667,17.500325057367984,13.141509215978983,91.30738128032952,83.92489928778122,87.85999191264068,0.3855242324660337,1.1889957971903795,3,3
n5,540.9,-0.5543408625232912,,14.553834460957994,9.94869644375183,17.206957754875045,13.254727766692806,97.64126945944447,89.82564060858677,91.6821030304028,0.2888247251665151,0.5452212372785171,3,3
n5,541.0,-0.3062180694489643,,14.299924722251331,10.07388627795772,16.79934002609636,13.190726093931245,102.82241388114356,94.01026392734022,94.80097417177616,0.2873813921001996,1.6273478915491602,3,3
n5,541.1,0.3099161900066304,,13.972963344830331,10.059202240580248,16.338247537927856,12.997536204390263,109.05737383875405,99.02057853250032,98.0315326276143,0.2253223485873069,2.1493754131687983,3,3
n5,541.2,0.8281062236024,,13.68027384212624,9.97933252885258,15.924965237352325,12.74151054221614,113.9430775309918,102.6679606859404,99.89875011347324,0.2047547061545072,1.8301810756607484,3,3
n5,541.3,0.8005799724986942,,13.517747767960207,9.88055021891895,15.627519384798402,12.489918400475418,118.3593288114954,105.04003110840353,103.08312491690248,0.2851851969822036,0.7990220952899141,3,3
n5,541.4,0.4361391184052475,,13.532968581320048,9.893086694250975,15.491123322717264,12.352134861594443,119.89425194884706,105.5773501635906,105.69390826987666,0.3502182296261386,0.4485980890258369,3,3
n5,541.5,0.2171187434702408,,13.657985032165952,9.925820042499666,15.455129664044197,12.247201825142804,119.22824333052456,106.59413292813596,106.01821625481642,0.3122720547341103,1.1920125133720614,3,3
n5,541.6,0.0756721596236395,,13.896561917227778,9.977031717835052,15.588241120078958,12.18665151908083,120.39712242075944,108.5328393505338,105.55483221512492,0.2496760962216389,1.9933385657937388,3,3
n5,541.7,-0.0485668300146813,,14.22722914961521,10.080729688264244,15.851630899351123,12.1907558651721,118.47848147807512,107.90063821455917,102.68669809448396,0.2316155307973959,3.195422692514803,3,3
n5,541.8,-0.2437527345766628,,14.7195156923499,10.26128842317753,16.319457466551146,12.30775388192633,115.6694062132085,105.7802952986152,99.7679528759295,0.2196172856250242,4.558517436258369,3,3
n5,541.9,-0.3267170631474438,,15.330080791919617,10.564347559267285,16.921608631915507,12.551188065039398,109.87686268705136,101.33665284755496,95.40883954821533,0.3161677369693134,5.665679023727195,3,3
n5,542.0,-0.2612827389794546,,16.012156008052244,10.940637265766975,17.660776379686883,12.920091035021215,101.57458341656466,95.33012113908674,88.6474503293536,0.2217586605359011,6.629431706443482,3,3
n5,542.1,-0.3758248581704517,,16.765583549089538,11.401313561870582,18.52082937055979,13.41509678180036,91.41360507609352,88.00902967929339,80.31301765364611,0.2745247511812487,7.515492411137916,3,3
n5,542.2,-0.5618909084907,,17.604038363678818,11.918138174031276,19.51238573421092,14.014963272350467,81.59745886196967,80.48674489447895,72.26768664159962,0.3107072511750426,8.209037026630046,3,3
