mouse_identity,time_s,zscore_DA,behavior_active,distance_head_res__head_int,distance_head_res__hind_int,distance_head_int__hind_res,distance_hind_res__hind_int,angle_head_res__head_int_deg,angle_head_res__hind_int_deg,angle_head_int__hind_res_deg,velocity_resident,velocity_intruder,hmm_state,hmm_state_smoothed
n5,188.1,4.636164776085167,Investigation,5.165188817304424,11.227357668783707,8.181184956756386,14.448849359670296,148.3862889578019,144.67255524405888,125.71920316009177,1.1526832219263312,0.664325604885552,0,0
n5,188.2,4.631294193251514,Investigation,5.345743474025819,11.144603423847352,8.11997880808006,14.3068375719532,151.72718291450505,145.6729492754186,129.83641032031,1.77763396722242,0.8303797655466572,0,0
n5,188.3,3.6887120282262726,Investigation,5.59957751423758,11.05980237294684,8.03507701265801,14.164266764112323,155.34772991541954,147.52785403411852,134.34852499221353,2.3860939101505347,0.8270847512835832,0,0
n5,188.4,2.7116274631064385,Investigation,5.913389865529133,10.94412971331551,7.918673061405696,13.98094455749033,160.2075579832067,150.12925771970987,140.22849228126927,2.8535842322441862,0.9422682002465216,0,0
n5,188.5,2.177945100736718,Investigation,6.338067908393696,10.83470306436393,7.809141008042091,13.786861837826343,165.3772806690386,154.1140207621442,146.0579716002278,3.204279608002793,1.3016949167980556,0,0
n5,188.6,2.1991866340612574,Investigation,6.854028743151342,10.68557600984552,7.739198549950724,13.552287944222366,167.34417849617017,157.67419095178167,149.45344099278032,3.545738871930675,1.7739726448545643,0,0
n5,188.7,2.8144849680327373,Investigation,7.483790583008307,10.528078595905404,7.715326593365911,13.270878966789128,169.42734225915427,161.60871520509852,153.05589987736516,3.854009412570105,2.434157194283231,0,0
n5,188.8,3.223815489827297,Investigation,8.215773824500856,10.310641039670118,7.743656087003849,12.872246924914782,169.6715766271403,164.83171761467406,155.74276873627866,4.09098484181751,3.226428748027856,0,0
n5,188.9,2.950033950228987,Investigation,9.046342342848313,10.115661306244016,7.895567887362579,12.425577749959224,170.15870441785293,168.80776182560214,158.24750736799547,4.249526240173669,4.202668943497888,0,0
n5,189.0,2.256182551513764,Investigation,10.007367991644204,10.009690446141189,8.182503357671933,11.970397395149371,171.90221942285837,173.19019085959405,161.47856848425226,4.251195008861903,5.4160001534811695,0,0
n5,189.1,1.8660041064974249,Investigation,11.089468044388942,10.000103693650516,8.657056943323147,11.52232142140106,173.62187301784857,177.28898741281895,164.71872048099334,4.142222136298865,6.519657918662193,0,0
n5,189.2,1.9906216120443367,Investigation,12.233016107744753,10.0809419038018,9.294760164891953,11.112872287441771,175.70637666197237,178.18212535847022,167.65310296507272,3.924031910021838,7.271383429897708,0,0
n5,189.3,2.465410868941035,Investigation,13.374753891238552,10.274724305178486,10.0628867799294,10.790947274024091,179.97995737276256,172.98227255606662,171.85695308147865,3.507745699122092,8.034793493211074,0,0
n5,189.4,3.362552900419321,Investigation,14.514391641934704,10.569182890981422,10.965620934242814,10.567445127977866,174.86478186508077,167.19048880747152,176.3227536602717,3.041504506756018,8.845474482455902,0,0
n5,189.5,4.454946396884213,Investigation,15.61740617904935,10.97412578382313,11.971850935613183,10.493235055119584,169.1848633031384,160.5756056322055,179.38698579125324,2.5759683288836093,9.598321336193466,0,0
n5,189.6,4.639423561166772,Investigation,16.675792916044053,11.46729533556142,13.021913147303382,10.560892074619938,160.7176505091387,151.29812909481666,174.6896310666978,2.2980808390364174,10.522781105804365,0,0
n5,189.7,4.021256515412647,Investigation,17.803959024914533,12.136713682510994,14.119822566737747,10.79270339610592,152.91870109866255,143.63346298729988,169.82754440358678,1.8027051298647525,11.408952336548277,0,0
n5,189.8,3.603266519454317,Investigation,19.00490454398605,12.95857483500186,15.259072891472936,11.219140886500414,145.00668157632845,136.52367470803324,164.75563762769423,1.2732026202942377,12.158550777498457,0,0
n5,189.9,3.571316959314583,Investigation,20.22518452956208,13.830763044816791,16.44838031168584,11.804265084654292,136.4525189688926,130.2345244277376,158.1943658360444,1.743369347859511,12.75054418706601,0,0
n5,190.0,3.854256454983243,Investigation,21.40689192219951,14.68495830740701,17.882591412175177,12.566081429217013,126.37746629422212,122.9112870869808,149.7739759625059,2.0152181092414443,12.85298981646126,3,3
n5,190.1,4.44874828445333,Investigation,22.491071441085488,15.519509288002876,19.2521201676621,13.431378455341424,114.51319131131072,116.04247601574788,139.45931282728313,1.5682555397533486,12.5468199147124,3,3
n5,190.2,4.75300215071469,Investigation,23.56666341097194,16.413561741369744,20.625249902749957,14.423094004019626,105.51774722880587,110.26952394808984,131.48163056113984,1.6813021220223885,11.745536933629555,3,3
n5,190.3,4.411733152582182,Investigation,24.517205377723325,17.30561032812549,21.91269843196803,15.49200645919084,97.27307410483088,103.9073266100878,124.70234927938458,2.347723040236624,10.49274028413596,3,3
n5,190.4,3.7783580627621016,Investigation,25.321502455174087,18.145308496209697,23.078785515211457,16.584117167897368,95.888456600614,99.6679567691508,123.09368401301391,2.605480193458643,9.245828196611852,3,3
n5,190.5,3.2878797938293647,Investigation,26.046754166297102,18.910586705355083,24.14587318902391,17.62402013946258,93.3513833069959,96.87721784775827,119.17754131770376,2.763328560875635,7.935535501080129,3,3
n5,190.6,2.958320040975042,Investigation,26.643571083779904,19.56765788071753,25.07772600127949,18.575429295846877,91.3668878818288,94.70594142444288,115.37102496261303,2.823642094297909,6.5872388847216525,1,1
