transition_idx,time_s,from_state,to_state,behavior_active,zscore_DA
10063,1261.9,1,0,,1.0978541926154273
10066,1262.2,0,3,,0.9426057665177578
10092,1264.8,3,0,,0.24698151072601
10099,1265.5,0,3,,-0.5011953513716627
10120,1267.6,3,0,,-0.3684251135651472
10124,1268.0,0,3,,-0.528198891328742
10406,1296.2,3,0,,-0.5914781231812759
10416,1297.2,0,3,,-0.8301122793499331
10429,1298.5,3,2,,-0.3677128991788552
10434,1299.0,2,3,,-0.5501594884356897
10452,1300.8,3,1,,-0.9373532270611936
10479,1303.5,1,2,,0.7112638085451707
10501,1305.7,2,3,,0.4603049943594524
10559,1311.5,3,2,,1.9792191231536669
10564,1312.0,2,3,,0.6655053955072655
10573,1312.9,3,2,,0.1076413493675836
10579,1313.5,2,3,,-0.0148950660520816
10595,1315.1,3,2,,-0.4970724062549022
10600,1315.6,2,3,,-0.215372082662677
10620,1317.6,3,2,,-0.6391289409651599
10633,1318.9,2,3,,-0.1214746177780632
10682,1323.8,3,2,Aggression,-0.4308863799329859
10690,1324.6,2,3,Aggression,-0.3849949665177772
10712,1326.8,3,0,Aggression,0.1406621587175632
10717,1327.3,0,3,Aggression,-0.6019923924972066
10740,1329.6,3,1,Aggression,-0.3728769213739525
10791,1334.7,1,0,Aggression,-0.4271990864066635
10816,1337.2,0,1,Aggression,-0.0266028706235944
10830,1338.6,1,0,Aggression,0.3052811875773716
10840,1339.6,0,1,Aggression,-0.1195863848385084
10845,1340.1,1,3,Aggression,-0.1507512666373963
10850,1340.6,3,2,Aggression,0.2434875660436284
10875,1343.1,2,3,Aggression,0.3245919025544641
10883,1343.9,3,1,Aggression,-0.4981627758578869
10898,1345.4,1,3,,0.989942098592144
10982,1353.8,3,1,,-0.4621305405591758
10987,1354.3,1,3,,-0.5940734007438135
11003,1355.9,3,0,,-0.5436486803557143
11012,1356.8,0,3,,-0.3590401878779509
11026,1358.2,3,0,,-0.6418751442649805
