transition_idx,from_frame,to_frame,time_s,from_state,to_state,behavior_active,zscore_DA
1741,1740,1741,358.2,1,0,,1.6115023003830835
1752,1751,1752,359.3,0,1,,0.1517498241968816
1768,1767,1768,360.9,1,0,,0.6621129977916405
1774,1773,1774,361.5,0,1,,1.3078184772289394
1792,1791,1792,363.3,1,2,,-0.3430032205307124
1797,1796,1797,363.8,2,1,,-0.5628810984614429
1804,1803,1804,364.5,1,0,,-0.8071199531547322
1823,1822,1823,366.4,0,3,,-0.1385312210435431
1833,1832,1833,367.4,3,0,,-0.9961259792121204
1858,1857,1858,369.9,0,3,,-0.4394538325062622
1876,1875,1876,371.7,3,0,,1.6017870044686997
1884,1883,1884,372.5,0,3,,-0.0183575840572389
1898,1897,1898,373.9,3,1,,-0.3095851043720332
1901,1900,1901,374.2,1,3,,-0.4478991274360105
1915,1914,1915,375.6,3,2,,-0.2195968466322768
1937,1936,1937,377.8,2,3,,-0.2703183766069925
1950,1949,1950,379.1,3,2,,-0.539685787501889
1960,1959,1960,380.1,2,3,,0.1233788422238389
1976,1975,1976,381.7,3,2,,1.6352016517813526
2007,2006,2007,384.8,2,1,,-0.831594963705782
2033,2032,2033,387.4,1,2,,-0.314637813851451
2075,2074,2075,391.6,2,1,,-0.1438011216118566
2099,2098,2099,394.0,1,0,,-0.2818606556077716
2113,2112,2113,395.4,0,3,,0.2817704197507369
2135,2134,2135,397.6,3,0,,0.1385055154372963
2156,2155,2156,399.7,0,3,,-0.9431551131304644
2166,2165,2166,400.7,3,2,,-0.4870075967194444
2191,2190,2191,403.2,2,3,,-0.1139620689704686
2196,2195,2196,403.7,3,2,,0.1977811604359921
2227,2226,2227,406.8,2,3,,0.5116313192824721
2241,2240,2241,408.2,3,0,,-0.0926533909029849
2285,2284,2285,412.6,0,3,,-0.4662767753036637
2313,2312,2313,415.4,3,2,,1.5831662065657304
2328,2327,2328,416.9,2,3,,-0.5024564353874456
2359,2358,2359,420.0,3,2,,1.5139875947976549
2399,2398,2399,424.0,2,3,,-0.4601135371512971
2409,2408,2409,425.0,3,0,,-0.9775285016763514
2437,2436,2437,427.8,0,1,,-0.968929514708147
2449,2448,2449,429.0,1,0,,-1.068887825221455
2454,2453,2454,429.5,0,1,,-1.2258041410635372
2463,2462,2463,430.4,1,3,,-0.0044989652888244
2494,2493,2494,433.5,3,0,,-0.1509742223668574
2521,2520,2521,436.2,0,3,,0.5174556671866344
2550,2549,2550,439.1,3,0,,-0.4376284485071898
2575,2574,2575,441.6,0,2,,-0.6478694466591461
2606,2605,2606,444.7,2,3,,-0.6681837409088481
2621,2620,2621,446.2,3,0,,0.6190240845824786
2629,2628,2629,447.0,0,3,,-0.7062921331516977
2639,2638,2639,448.0,3,0,,-0.4385544977306521
2646,2645,2646,448.7,0,3,,-0.5243860092526014
2692,2691,2692,453.3,3,0,,0.0190412378758409
2707,2706,2707,454.8,0,3,,-0.7405232484978235
2714,2713,2714,455.5,3,1,,-0.7809432014347388
2719,2718,2719,456.0,1,2,,-0.7898053040189925
2738,2737,2738,457.9,2,3,,1.074150415449492
2746,2745,2746,458.7,3,0,,-0.205098128713004
2763,2762,2763,460.4,0,1,,0.3136272162718203
2796,2795,2796,463.7,1,2,,2.23393342900011
2800,2799,2800,464.1,2,1,,1.2364032286662283
2817,2816,2817,465.8,1,0,,-0.3952769772252952
2864,2863,2864,470.5,0,1,,-1.0363831980667564
2948,2947,2948,478.9,1,0,,-0.2597857736630993
2976,2975,2976,481.7,0,1,,-0.0813660967581152
3019,3018,3019,486.0,1,0,,1.0620554570188514
3025,3024,3025,486.6,0,3,,0.5557478180431926
3034,3033,3034,487.5,3,2,,2.020404570355576
3061,3060,3061,490.2,2,3,,-0.2163439429486618
3065,3064,3065,490.6,3,2,,-0.7173388576077196
3076,3075,3076,491.7,2,3,,-0.2207966068603656
3124,3123,3124,496.5,3,2,,-0.0155850090245902
3134,3133,3134,497.5,2,3,,-0.0528300626475722
3146,3145,3146,498.7,3,0,,-0.3853494310654214
3201,3200,3201,504.2,0,3,,-0.2478688081707145
3234,3233,3234,507.5,3,1,,-0.5843428392271168
3239,3238,3239,508.0,1,2,,-0.0400473956113141
3260,3259,3260,510.1,2,1,,-0.7179499898821874
3302,3301,3302,514.3,1,2,,0.0985161899520646
3318,3317,3318,515.9,2,1,,-0.9043656319320952
3328,3327,3328,516.9,1,0,,-0.2940926387691481
3332,3331,3332,517.3,0,3,,-0.5867578756684547
3347,3346,3347,518.8,3,2,,-0.8906062163174792
3446,3445,3446,528.7,2,3,,-0.4812972535618951
3461,3460,3461,530.2,3,0,,-0.9173245145012868
3485,3484,3485,532.6,0,3,,-0.9689711785765704
3498,3497,3498,533.9,3,0,,-0.2678996473210682
3523,3522,3523,536.4,0,3,,-0.8921797431289784
3528,3527,3528,536.9,3,2,,-0.8520495117187891
3533,3532,3533,537.4,2,3,,-0.1424995405936444
3548,3547,3548,538.9,3,2,,-0.6648653980828378
3559,3558,3559,540.0,2,3,,-0.5452766593154739
3587,3586,3587,542.8,3,1,,-0.6267477945332259
3612,3611,3612,545.3,1,2,,-0.6825585732004601
3622,3621,3622,546.3,2,1,,-0.8473040181985292
3649,3648,3649,549.0,1,0,,0.4954224953595336
3659,3658,3659,550.0,0,1,,-0.5401168689995932
3668,3667,3668,550.9,1,0,,-0.4366677609198874
3675,3674,3675,551.6,0,1,,-0.1382390183207626
3685,3684,3685,552.6,1,0,,-0.1155355346016524
3693,3692,3693,553.4,0,1,,-0.345725998373674
3708,3707,3708,554.9,1,3,,-0.4301209652898346
3738,3737,3738,557.9,3,2,,-0.7394891270593752
3743,3742,3743,558.4,2,3,,-0.5787187231077784
3776,3775,3776,561.7,3,0,,-0.5688534997446792
3785,3784,3785,562.6,0,3,,-0.6848315154386544
3802,3801,3802,564.3,3,0,,0.895265643469316
3809,3808,3809,565.0,0,3,,-0.2805055818301561
3845,3844,3845,568.6,3,2,,-0.3678158160878107
3884,3883,3884,572.5,2,3,,-0.7388329998335246
3894,3893,3894,573.5,3,0,,-0.8868478363051092
3936,3935,3936,577.7,0,3,,-0.2841901915511653
3948,3947,3948,578.9,3,0,,-0.5573486095231395
3967,3966,3967,580.8,0,1,,-0.2101347652258842
3986,3985,3986,582.7,1,2,,0.0438797251344825
4003,4002,4003,584.4,2,3,,-0.8641333275992221
4022,4021,4022,586.3,3,0,,-0.6147436710126168
4031,4030,4031,587.2,0,1,,-0.4030166422085112
4133,4132,4133,597.4,1,0,,-0.6429898455774365
4142,4141,4142,598.3,0,1,,-0.2606280969008926
4229,4228,4229,607.0,1,0,,0.1024597753675855
4242,4241,4242,608.3,0,1,,-0.7628375594445449
4254,4253,4254,609.5,1,0,,1.1192111037112005
4264,4263,4264,610.5,0,3,,-0.4224578999720941
4281,4280,4281,612.2,3,0,,-0.7334567450075575
4293,4292,4293,613.4,0,3,,-0.6678117712076062
4318,4317,4318,615.9,3,0,,-0.2458902412003508
4331,4330,4331,617.2,0,3,,-0.1604245267423994
4345,4344,4345,618.6,3,0,,-0.5234613830586519
4351,4350,4351,619.2,0,3,,-0.6421729836266771
4392,4391,4392,623.3,3,2,,-0.277686973966447
4459,4458,4459,630.0,2,3,,0.6295589488972828
4514,4513,4514,635.5,3,0,,-0.3147357221080168
4528,4527,4528,636.9,0,3,,-0.4675271612357663
4576,4575,4576,641.7,3,2,,-0.6757620201229112
4620,4619,4620,646.1,2,1,,0.150587918215375
4651,4650,4651,649.2,1,0,,0.3798634085500862
4669,4668,4669,651.0,0,3,,-0.6768016979940551
4685,4684,4685,652.6,3,0,,-0.2034655084512363
4699,4698,4699,654.0,0,3,,-0.5871165098867517
4704,4703,4704,654.5,3,2,,0.0490233393002958
4714,4713,4714,655.5,2,3,,1.6934939820806525
4731,4730,4731,657.2,3,2,,0.1899096949300591
4739,4738,4739,658.0,2,3,,-0.1768713356372936
4784,4783,4784,662.5,3,2,,-0.206986812905857
4816,4815,4816,665.7,2,1,,-0.4088358545191108
4832,4831,4832,667.3,1,0,,0.356584824409554
4842,4841,4842,668.3,0,3,,0.2939064741860018
4873,4872,4873,671.4,3,0,,-0.4896690575529026
4887,4886,4887,672.8,0,3,,0.9916306495881028
4947,4946,4947,678.8,3,2,,-0.6808288807918264
4982,4981,4982,682.3,2,1,,-0.5126474588425265
4994,4993,4994,683.5,1,2,,-0.7511869061178081
5009,5008,5009,685.0,2,1,,-0.4738009349792065
5059,5058,5059,690.0,1,0,,0.5069197142103608
5087,5086,5087,692.8,0,1,,-0.0371072100038025
5107,5106,5107,694.8,1,2,,-0.1565258171033239
5142,5141,5142,698.3,2,1,,-0.131976734614718
5149,5148,5149,699.0,1,3,,0.5779142053617966
5152,5151,5152,699.3,3,0,,0.0452806339886522
5163,5162,5163,700.4,0,3,,0.4328409475551697
5186,5185,5186,702.7,3,0,,0.751131018376369
5197,5196,5197,703.8,0,3,,0.0634099859178057
5208,5207,5208,704.9,3,2,,0.0383983362596318
5220,5219,5220,706.1,2,3,,-0.0024118974258955
5228,5227,5228,706.9,3,0,,0.1959671512344062
5244,5243,5244,708.5,0,3,,-0.2816501072321306
5262,5261,5262,710.3,3,2,,-0.0177830673664176
5284,5283,5284,712.5,2,3,,0.5750849554522282
5303,5302,5303,714.4,3,2,,-0.6113810622953952
5311,5310,5311,715.2,2,3,,0.1105516741218678
5320,5319,5320,716.1,3,2,,0.0582105878399034
5330,5329,5330,717.1,2,3,,-0.0304909477581033
5363,5362,5363,720.4,3,0,,-0.2002122024850235
5381,5380,5381,722.2,0,3,,-0.5853596471205853
5415,5414,5415,725.6,3,2,,-0.3930929416630361
5421,5420,5421,726.2,2,3,,-0.1348145070647761
5444,5443,5444,728.5,3,1,,-0.3761328703982852
5448,5447,5448,728.9,1,0,,-0.0872089395872143
5457,5456,5457,729.8,0,3,,0.3388188894295021
5513,5512,5513,735.4,3,2,,-0.4644643472650693
5524,5523,5524,736.5,2,3,,-0.6294956526301998
5533,5532,5533,737.4,3,1,,-0.3966089009877616
5575,5574,5575,741.6,1,2,,-0.3817839278092307
5597,5596,5597,743.8,2,1,,-0.3963632014278548
5621,5620,5621,746.2,1,0,,0.0535447998479932
5642,5641,5642,748.3,0,1,,0.0692096077188495
5661,5660,5661,750.2,1,3,,0.8071049800289614
5664,5663,5664,750.5,3,0,,0.3621229529488363
5674,5673,5674,751.5,0,3,,-0.3402839967439517
5679,5678,5679,752.0,3,1,,-0.5449344383977986
5715,5714,5715,755.6,1,3,,-0.3536642697937924
5773,5772,5773,761.4,3,2,,-0.1107535364932452
5798,5797,5798,763.9,2,3,,-0.4410953270955272
5810,5809,5810,765.1,3,0,,-0.068332283784788
5819,5818,5819,766.0,0,3,,0.004613275006866
5857,5856,5857,769.8,3,0,,0.1627365713394461
5866,5865,5866,770.7,0,3,,-0.4068069283798132
5892,5891,5892,773.3,3,2,,-0.2891325569533184
5900,5899,5900,774.1,2,3,,-0.2749100335281542
5908,5907,5908,774.9,3,0,,-0.0205472199600512
5934,5933,5934,777.5,0,3,,-0.3722816068492864
5953,5952,5953,779.4,3,2,,0.4907171522671363
5987,5986,5987,782.8,2,3,,-0.3192962446593435
5991,5990,5991,783.2,3,2,,-0.5256831054090166
6005,6004,6005,784.6,2,3,,-0.311408885917642
6010,6009,6010,852.6,3,0,,0.3075598905054071
6078,6077,6078,859.4,0,1,,0.3286214282984768
6088,6087,6088,860.4,1,3,,-0.0628240845603339
6101,6100,6101,861.7,3,2,,-0.5981744428914068
6115,6114,6115,863.1,2,3,,-0.4290098246446953
6131,6130,6131,864.7,3,2,,-0.4484056317240213
6152,6151,6152,866.8,2,3,,-0.0265208459804423
6179,6178,6179,869.5,3,2,,-0.0438405418008383
6197,6196,6197,871.3,2,3,,0.2822817591433466
6228,6227,6228,874.4,3,2,,-0.7245653444778495
6239,6238,6239,875.5,2,3,,0.1498698600681639
6269,6268,6269,878.5,3,2,Investigation,0.3007350505050498
6305,6304,6305,882.1,2,3,,-0.3430322493559807
6314,6313,6314,883.0,3,0,,-0.1346740022785192
6317,6316,6317,883.3,0,3,,-0.4181393698475953
6324,6323,6324,884.0,3,2,,-0.1909889781219309
6364,6363,6364,888.0,2,3,,2.6160814595519195
6377,6376,6377,889.3,3,2,,0.5111304746284177
6380,6379,6380,889.6,2,3,,0.3499123156304901
6384,6383,6384,890.0,3,0,,0.2066656664454952
6392,6391,6392,890.8,0,3,,-0.0241442985445558
6402,6401,6402,891.8,3,0,,-0.0061153163763799
6418,6417,6418,893.4,0,3,,-0.4030323626729389
6430,6429,6430,894.6,3,0,Aggression,1.0094110217548595
6439,6438,6439,895.5,0,3,Aggression,0.7174989878253669
6443,6442,6443,895.9,3,1,,0.5634448246939519
6448,6447,6448,896.4,1,2,,0.0521672740778833
6455,6454,6455,897.1,2,1,,0.3258982871283155
6461,6460,6461,897.7,1,0,,1.0607300274962357
6469,6468,6469,898.5,0,3,,0.0452240619285411
6478,6477,6478,899.4,3,2,,-0.1286256766385129
6502,6501,6502,901.8,2,3,,-0.2311346545119261
6517,6516,6517,903.3,3,2,,-0.3647318248206656
6534,6533,6534,905.0,2,3,,-0.0851996606808547
6543,6542,6543,905.9,3,2,,-0.2329080034916699
6569,6568,6569,908.5,2,3,,1.7894467491586052
6590,6589,6590,910.6,3,2,,1.3688791596519665
6598,6597,6598,911.4,2,1,,-0.1486514950523079
6616,6615,6616,913.2,1,3,,0.0777006735319133
6621,6620,6621,913.7,3,0,,0.2338152070463861
6632,6631,6632,914.8,0,3,,-0.4996572444096575
6642,6641,6642,915.8,3,0,,0.1764516998586388
6653,6652,6653,916.9,0,3,,-0.1620015057625641
6661,6660,6661,917.7,3,0,,0.1448143733638442
6687,6686,6687,920.3,0,3,,-0.0468836954328857
6696,6695,6696,921.2,3,2,,-0.3150127900282912
6702,6701,6702,921.8,2,3,,-0.2419302541562781
6727,6726,6727,924.3,3,1,,-0.0448019046758249
6741,6740,6741,925.7,1,2,,-0.2723636950555984
6754,6753,6754,927.0,2,1,,-0.5099819890832771
6768,6767,6768,928.4,1,2,,-0.5772641740515077
6776,6775,6776,929.2,2,3,,2.269056334192981
6807,6806,6807,932.3,3,0,,-0.085997216155469
6827,6826,6827,934.3,0,3,,-0.2634485338373752
6835,6834,6835,935.1,3,2,,-0.6982612978608561
6844,6843,6844,936.0,2,3,,-0.5509460805580509
6856,6855,6856,937.2,3,0,,-0.2638360481044917
6859,6858,6859,937.5,0,3,,-0.2590216589271636
6878,6877,6878,939.4,3,2,,0.0883493645683011
6892,6891,6892,940.8,2,3,,0.7301170224180791
6898,6897,6898,941.4,3,2,,0.0338399595887498
6929,6928,6929,944.5,2,3,,-0.5944643187749376
6933,6932,6933,944.9,3,0,,0.1206326698361879
6951,6950,6951,946.7,0,3,,0.1820103839814361
6969,6968,6969,948.5,3,0,,-0.5351399253555862
6979,6978,6979,949.5,0,3,,-0.4511574151282235
6987,6986,6987,950.3,3,2,,0.4356511402951223
6992,6991,6992,950.8,2,3,,-0.4482189848416349
7004,7003,7004,952.0,3,2,,-0.3509752215742372
7010,7009,7010,952.6,2,1,,-0.4193944434849869
7014,7013,7014,953.0,1,3,,-0.2633086775284268
7035,7034,7035,955.1,3,2,,0.1357909537064347
7049,7048,7049,956.5,2,3,,-0.47892916985208
7057,7056,7057,957.3,3,2,,-0.4547936327936465
7079,7078,7079,959.5,2,3,,-0.2385443075977126
7122,7121,7122,963.8,3,0,,-0.1126032450159885
7131,7130,7131,964.7,0,3,,-0.1479119370032282
7139,7138,7139,965.5,3,2,,-0.2226877593991286
7153,7152,7153,966.9,2,1,,-0.4889776591356958
7161,7160,7161,967.7,1,2,,-0.3406595276699781
7181,7180,7181,969.7,2,3,,-0.7678440746851863
7250,7249,7250,976.6,3,0,,-0.2201693312607562
7267,7266,7267,978.3,0,1,,-0.1388259002646201
7278,7277,7278,979.4,1,2,,0.6276752168530497
7291,7290,7291,980.7,2,3,,-0.2786811965789634
7308,7307,7308,982.4,3,0,,-0.6321714101000528
7317,7316,7317,983.3,0,3,,-0.61707255664481
7326,7325,7326,984.2,3,2,,0.5595171297776569
7331,7330,7331,984.7,2,3,,0.5091084185673073
7335,7334,7335,985.1,3,1,,0.6398272028076029
7354,7353,7354,987.0,1,2,,-0.4706139400140842
7406,7405,7406,992.2,2,3,,-0.3636317893686535
7413,7412,7413,992.9,3,0,,-0.7064672805506085
7419,7418,7419,993.5,0,3,,-0.6989604224408329
7436,7435,7436,995.2,3,1,,-0.0554976158896085
7469,7468,7469,998.5,1,2,,-0.1295805110086814
7478,7477,7478,999.4,2,1,,-0.1695269482219153
7481,7480,7481,999.7,1,3,,-0.3371586520067645
7485,7484,7485,1000.1,3,0,,-0.3261099222586435
7491,7490,7491,1000.7,0,3,,0.2642984413559992
7499,7498,7499,1001.5,3,0,,-0.2284141439337874
7504,7503,7504,1002.0,0,3,,-0.2590131670592401
7519,7518,7519,1003.5,3,0,,-0.4939841707339776
7522,7521,7522,1003.8,0,3,,-0.6370231011729812
7527,7526,7527,1004.3,3,2,,-0.8289945920647713
7537,7536,7537,1005.3,2,3,,-0.4106101683206078
7541,7540,7541,1005.7,3,2,,-0.5470180070455316
7559,7558,7559,1007.5,2,1,,-0.6653482422915976
7576,7575,7576,1009.2,1,0,,-0.0300879647866927
7580,7579,7580,1009.6,0,3,,0.0784075292762597
7596,7595,7596,1011.2,3,0,,0.3434851694467319
7604,7603,7604,1012.0,0,3,,0.2521201001425756
7634,7633,7634,1015.0,3,2,,0.0523426574867809
7641,7640,7641,1015.7,2,3,,-0.5999750066018825
7647,7646,7647,1016.3,3,0,,-0.3813054436084034
7658,7657,7658,1017.4,0,3,,-0.4791720389112343
7671,7670,7671,1018.7,3,2,,-0.6404875825314578
7696,7695,7696,1021.2,2,3,,-0.1444811922847101
7708,7707,7708,1022.4,3,2,,-0.7864446113206467
7766,7765,7766,1028.2,2,3,,-0.0601721072570514
7771,7770,7771,1028.7,3,0,,-0.5019709658983375
7813,7812,7813,1032.9,0,1,,-0.7203891412456963
7823,7822,7823,1033.9,1,2,,-0.0821283653862862
7842,7841,7842,1035.8,2,3,,0.3913322602026809
7862,7861,7862,1037.8,3,2,,-0.5495643562553738
7867,7866,7867,1038.3,2,3,,-0.825527181659038
7878,7877,7878,1039.4,3,0,,-0.97576463918577
7938,7937,7938,1045.4,0,1,,-0.5447134132953967
7980,7979,7980,1049.6,1,2,,-0.2698343339081174
7987,7986,7987,1050.3,2,1,,-0.6763487486692104
7994,7993,7994,1051.0,1,0,,0.237752553292041
8005,8004,8005,1052.1,0,1,,-0.5093979084957092
8012,8011,8012,1052.8,1,2,,-0.638229584535537
8025,8024,8025,1054.1,2,3,,1.5120781613854712
8028,8027,8028,1054.4,3,0,,0.5419180373416371
8032,8031,8032,1054.8,0,3,,-0.0053821029974092
8057,8056,8057,1057.3,3,0,,-0.4711304958090715
8095,8094,8095,1061.1,0,3,,0.1876369188333342
8115,8114,8115,1063.1,3,1,,-0.1330738103404393
8129,8128,8129,1064.5,1,2,,-0.8112919457140381
8148,8147,8148,1066.4,2,1,,-0.5090768811285167
8158,8157,8158,1067.4,1,0,,-0.7041004766687978
8185,8184,8185,1070.1,0,3,,0.0397669235712748
8199,8198,8199,1071.5,3,2,,-0.5744491751145285
8203,8202,8203,1071.9,2,3,,-0.2487900106493712
8207,8206,8207,1072.3,3,0,,-0.0601100824035637
8229,8228,8229,1074.5,0,3,,-0.1466661506052044
8240,8239,8240,1075.6,3,0,,-0.1705114587553778
8246,8245,8246,1076.2,0,3,,-0.1947282986833097
8263,8262,8263,1077.9,3,0,,-0.4583635573494072
8273,8272,8273,1078.9,0,3,,-0.2248126383604202
8287,8286,8287,1080.3,3,2,,-0.6691930723228086
8295,8294,8295,1081.1,2,1,,-0.9361819486053
8300,8299,8300,1081.6,1,0,,-0.8010877584763921
8312,8311,8312,1082.8,0,1,,-0.4409534387974225
8346,8345,8346,1086.2,1,2,,-0.6601348231741189
8395,8394,8395,1091.1,2,1,,0.3606359782829227
8409,8408,8409,1092.5,1,2,,-0.7324914474329061
8418,8417,8418,1093.4,2,1,,-0.4620221527467239
8425,8424,8425,1094.1,1,0,,0.0727890838892358
8433,8432,8433,1094.9,0,1,,-0.5935427306440695
8451,8450,8451,1096.7,1,0,,-0.3808278087704773
8456,8455,8456,1097.2,0,3,,-0.6236866750497865
8471,8470,8471,1098.7,3,0,,-0.4781857950680815
8476,8475,8476,1099.2,0,3,,-0.6461185916527765
8497,8496,8497,1101.3,3,0,,-0.8056128238771689
8501,8500,8501,1101.7,0,3,,-0.6463983150157517
8510,8509,8510,1102.6,3,2,,-0.8310983942870482
8520,8519,8520,1103.6,2,1,,-0.6204267098601347
8535,8534,8535,1105.1,1,0,,-0.4170059528446184
8552,8551,8552,1106.8,0,1,,-0.7455742535954571
8559,8558,8559,1107.5,1,0,,-0.5552571163986776
8588,8587,8588,1110.4,0,3,,-0.587090657913623
8600,8599,8600,1111.6,3,2,,-0.469164435989765
8621,8620,8621,1113.7,2,1,,-0.8151309020730166
8631,8630,8631,1114.7,1,2,,-0.1184673279945878
8646,8645,8646,1116.2,2,1,,-0.1086299531021276
8688,8687,8688,1120.4,1,2,,-0.1962343795589113
8704,8703,8704,1122.0,2,1,,-0.3169398837584209
8716,8715,8716,1123.2,1,2,,-0.0565024171709214
8740,8739,8740,1125.6,2,1,,-0.7126958779863576
8754,8753,8754,1127.0,1,2,,1.7472530077283197
8769,8768,8769,1128.5,2,1,,0.7953810965112648
8798,8797,8798,1131.4,1,2,,0.1763275804258707
8843,8842,8843,1135.9,2,1,,-0.7954564010717127
8879,8878,8879,1139.5,1,0,,-0.4945154145843184
